Name an NBA player,0013,Kobe Bryant/Kobe/Bryant/Koby/Coby/Cobe/Kibe/Kone/Kobi/Kode,30,LeBron James/Lebron/James/Labron/Labron james/Levron/Lebrin,24,Michael Jordan/Jordan/Micheal jordan/Micheal/Michael/Michal jordan/Michel jordan/Mj/Mike/Michel/Jorden/Michal,22,Stephen Curry/Curry/Steph curry/Steph/Stephen/Stephan curry/Stephan,15,Shaquille O'Neal/Shaq/Shack/Shak,5,Kevin Durant/Kevin/Durant/Kd,4,James Harden/Harden,0,Kyrie Irving/Kyrie/Irving,0,Magic Johnson/Magic/John/Johnson,0,Chris Paul/Chris/Paul,0,Larry Bird/Bird,0,Anthony Davis/Davis/Anthony,0,Dwyane Wade/Wade,0,Giánnis Antetokoúnmpo/Giannis,0,Russell Westbrook/Westbrook,0,Scottie Pippen/Pippen,0,Klay Thompson/Klay,0,Brian Shaw/Shaw,0,Jarrett Jack/Jack,0,,,,,,,,,,,,
Name a U.S. public holiday,0085,Christmas/Chrismas/Cristmas/Christmasi/Crismas/Chirstmas/Chistmas/Christams/Chritmas/1,38,Thanksgiving/Thanks/Thankgiving,20,Independence Day/Fourth of july/4th of july/July 4/July/Independence/4 of july/4th/Forth of july/July 4th/Fourth/4th july/4 July,14,Martin Luther King Day/Mlk/Martin luther king/Martin/Mlk day/Martin luther,11,New Year's/New years eve,11,Presidents' Day/Presidents/President day,6,Memorial Day/Memorial,0,Labor Day/Labor,0,Veterans Day/Veterans,0,Columbus Day/Columbus,0,Christmas Eve,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name something you often feel sleepy while doing,0024,School/Homework/Study/Studying,22,Reading/Read/Book,20,Watching TV/Tv/Movie/Youtube/Watching/Watch tv/Watching a movie,18,Working/Work/Job,14,Eating/Eat,14,Playing/Play/Games/Playing games/Video games/Computer/Play games,12,Driving/Drive/Car,0,Sleeping/Sleep/Nap,0,Phone/Texting/Text/Call/On phone,0,Laying Down/Bed/Laying/Lay down/Laying in bed/lay down,0,Running/Walking/Walk/Run,0,Sports/Exercise/Working out/Workout/Exercising,0,Drinking/Drink,0,Showering/Shower/Bath,0,Talking/Talk,0,Cleaning/Clean,0,Cooking/Cook,0,Sitting/Sit,0,Music,0,Relaxing/Relax,0,Dancing/Dance,0,Writing,0,,,,,,
Name something a magician makes disappear,0016,Rabbit/Bunny/Rabit/Bunnies,30,People/Person/Human/Body/Woman/Girl/A person/Kids,25,Cards,13,Animals/Cat/Dog/Pets/Mouse,13,Money/Coin,10,Hat,9,Bird/Dove,0,Flowers,0,Wand,0,Cloth/Clothes/Things/Tissue/Napkin,0,Food/Apple,0,Himself/Themselves/Self,0,Ball,0,Car,0,Box,0,Paper,0,Scarf,0,Phone,0,Pen/Pencil,0,Assistant,0,Water,0,Carrot,0,Book,0,Blanket,0,,
Name a food you can eat with your fingers for dinner,0077,Chicken/Wings/Nuggets/Chicken nuggets/Chiken/Chicken fingers/Chicken wings/Chicken tenders,30,Fries/French fries/Fry’s/Friesi/Fires/Fried/Fris,21,Burger/Hamburger/Buger/Cheeseburger/Hambuger,17,Pizza/Pizzai,16,Chips,8,Hot Dog,8,Sandwich/Sandwhich/Sandwitch/Sub,0,Taco,0,Fruit/Apple/Grapes/Banana,0,Bread,0,Corn/Popcorn,0,Burrito,0,Fish/Fish sticks,0,Ribs,0,Carrots,0,Cookies,0,Candy,0,Sushi,0,Nachos,0,Cheese,0,,,,,,,,,,
Name something you find at the beach,0076,Water/Ocean/Waves/Wateri/Sea,27,Sand/Send/Sandi,22,People/Kids/Peoplei,15,Shells/Seashells/Shels,15,Fish/Sharks,13,Towel/Towl,8,Ball/Beach ball,0,Crabs,0,Umbrella/Unbrella,0,Food/Ice cream,0,Birds/Seagulls,0,Toys,0,Rocks,0,Animals/Dogs,0,Chairs,0,Sand Castle/Castle,0,Sun,0,Boats,0,Bucket,0,Trash,0,,,,,,,,,,
Name a video streaming service,0080,Hulu/Hulo,26,Youtube/Yourube/Youtubei/Youtube tv/Toutube,25,Netflix/Netflex/Netfix/Netflixi/Neflix/Netfilx/Nexflix,22,TikTok/Tick-tock/Tictok,9,Amazon/Prime/Amazon prime/Prime video,9,Disney/Disney plus,9,Twitch/Twich/Teitch,0,HBO/Hbo max,0,Tubi,0,Peacock,0,Apple TV/Apple,0,Vudu,0,Sling,0,ESPN,0,Pluto,0,Starz,0,Mixer,0,CBS,0,ABC,0,Dish,0,,,,,,,,,,
What can you hang on a wall?,0044,Picture/Poster/Pic/Photo/Picturei/Pictur/Pocture,41,Painting/Frame/Art/Paint/Drawing/Panting,21,Lights/Lamp/Led lights/Led,11,Hanger/Clothes/Coat/Hat/Hook/Jacket/Rack,10,TV,9,Mirror,8,Shelf/Shelves,0,Clock,0,Decorations/Decor,0,Plants/Flowers,0,Curtains,0,Keys,0,Paper,0,Nail,0,Sign,0,Calendar/Calender,0,Tapestry,0,Wallpaper,0,Flag,0,Board,0,Candle,0,,,,,,,,
Name a smartphone brand,0081,Apple/Iphone/Applei/Appel/Iphonei/Aplle,46,Samsung/Galaxy/Samsong/Samsun/Smasung/Samson/Samsungi/Galexy/Sam/Samsug,30,LG,10,Google/pixel,6,Motorola/Moto/Motorolla,5,Nokia,3,Blackberry/Blueberry,0,Sony,0,ZTE/Lte,0,HTC,0,Huawei,0,Oppo,0,,,,,,,,,,,,,,,,,,,,,,,,,,
What can you find in a woman's handbag?,0089,Makeup/Lipstick/Chapstick/Lipgloss/Makup/Liostick/Lip/Lipstik,25,Money/Card/Credit card/Coins/Cash/Miney/Mony,20,Phone/Phine/Phonei/Iphone,20,Wallet/Walet/Purse/Walleti,17,Keys/Keysi/Car keys,10,Tampon/Pads/Napkin,8,Food/Candy/Snacks,0,Gum,0,Mirror,0,Perfume/Purfume,0,Brush/Comb/Hairbrush,0,Pen,0,ID/Paper,0,Glasses/Sunglasses,0,Tissue,0,Charger/Change,0,Lotion,0,Pictures,0,Wipes,0,Pepper Spray,0,,,,,,,,,,
What might you put in your coffee?,0078,Cream/Creamer/Whip cream/Whipped cream/Wip cream/Cremer/Creme/Creameri/Whip,31,Sugar/Suger/Sugari/Surger/Sugur/Surgar/Shuger,25,Milk/Milki,24,Ice,8,Water/Wateri,7,Chocolate/Choclate/Mocha/Coco,5,Caramel/Carmel/Carmal,0,Sweetener/Sweetner/Splenda/Sweet,0,Honey,0,Salt,0,Tea,0,Flavor/Flavoring,0,Straw,0,Vanilla,0,Syrup,0,Coffee Beans/Beans/Coffe beans,0,Cinnamon/Cinamon,0,Marshmello/Marshmellow/Marshmallows,0,Spoon,0,Nothing,0,,,,,,,,,,
Name a movie genre,0184,Horror/Scary/Horro/Horor/Horrer/Horrir/Horr/Horrori/Horroe/Horer,30,Comedy/Comdey/Comidy/Comady/Comdy/Conedy/Funny/Happy/Comic/Fun/Humor,23,Romance/Romantic/Romcom/Romatic/Love/Romace,19,Drama/Sad,13,Action,10,Fantasy/Fiction,5,Scifi/Science/Science fiction/Syfy/Sifi,0,Kids/Cartoon/Disney/Children,0,Thriller/Suspense/Suspence,0,Family,0,Anime/Animated/Animation,0,Adventure,0,Superhero/Marvel/Spiderman/Batman,0,History/Historical/War,0,Documentary,0,Crime,0,Western,0,,,,,,,,,,,,,,,,
Name something you should never wear as a wedding guest,0025,Wedding Dress/White/Dress/White dress,29,Pants/Jeans/Sweatpants,22,Black,18,Shorts/Shortsi,15,Hat/Cap,9,Sneakers/Tennis shoes,7,T-Shirt,0,Sandals/Flip flops/Slippers/Sandles,0,Sweater/Sweats/Hoodie/Sweatshirt,0,Tank Top/Crop top,0,Nothing/Naked,0,Swimsuit/Bikini/Bathing suit,0,Veil/Vail,0,Sunglasses/Glasses,0,Underwear/Bra,0,Boots,0,Skirt,0,Pajamas/pyjamas,0,Leggings,0,Gloves,0,,,,,,,,,,
Name a green vegetable,0051,Peas/Pees/Peasi,19,Broccoli/Brocoli/Broccli/Brocolli/Brocli/Broc/Brocili/Brocali/Broccili/Broclie,19,Green Beans/Beans/String beans,18,Lettuce/Salad/Lettice/Lettus/Letuce/Lettace/Lettece,17,Celery/Celary/Cellery,14,Cucumber/Cucomber,13,Pepper/Peper/Bell pepper/Green pepper/Jalapeno,0,Spinach/Spinich/Spinage,0,Cabbage/Cabage/Collard greens,0,Kale,0,Asparagus/Aspargus,0,Pickle,0,Brussel Sprouts/Brussel/Sprouts,0,Zucchini/Zuccini/Zuchini,0,Avocado/Avacado/Avacodo,0,Squash,0,Green Onion/Onion,0,Okra,0,Cilantro,0,Artichoke,0,,,,,,,,,,
Name a famous wizard,0067,Harry Potter/Harry/Harry poter/Potter/Harry potteri,38,Wizard Of Oz/Oz/Wizard/Of oz/Ozz,17,Dumbledore/Albus/Dumbledor/Dumbledoor/Dumbeldore/Dumble/Dumbldore,13,Ron/Ron weasley/Ron weasly/Weasley/Ronald,13,Merlin/Marlin,10,Hermione/Hermoine/Hermine/Hermonie/Herminy/Hermini/Herminie,9,Gandalf/Gandolf/Gandof,0,Draco Malfoy/Draco/Malfoy,0,Voldemort/Voldermort/Voldamort,0,Snape/Snake,0,Alex Russo/Alex,0,Yoda,0,Hagrid,0,Morgana/Morgan,0,Glinda,0,Houdini/Hudini,0,Justin,0,Salazar,0,Ginny,0,Sauron,0,,,,,,,,,,
Name something fans collect from their favorite singers,0033,Clothes/Shirts/Hats/Tshirt/Pants/Sweat/Socks/Cloths/Clothing/Shorts,30,Music/Albums/Cds/Songs/Records/Sign,22,Autographs/Signature,16,Pictures/Photos/Pic/Picks/Art,15,Posters,9,Shoes,8,Hair,0,Merch,0,Tickets,0,Videos/Movies,0,Books,0,Hugs,0,Mic,0,Jewelry/Jewlery,0,Guitar,0,Glasses,0,Pens,0,,,,,,,,,,,,,,,,
Name something that flies,0095,Bug/Butterfly/Fly/Bee/Flies/Insect/Butterflies/Wasp/Flyi/Flu/Ladybug/Mosquito/Dragonfly,34,Airplane/Plane/Jet/Air/Plain/Plan/Planei,26,Bird/Eagle/Burd/Birdi/Duck/Hawk/Owl/Brid/Bord,24,Helicopter/Helecopter/Helocopter/Heli/Helicopteri,7,Kite,4,Balloon/Ballon/Blimp/Baloon,5,Drone,0,Superman/Superhero,0,Bat,0,Paper,0,People,0,Rocket/Spaceship,0,Dragon,0,Clouds,0,Time,0,Leaves/Leaf,0,Paper Airplane/Paper plane,0,,,,,,,,,,,,,,,,
Name an animal seen in The Lion King,0086,Lion/Loin/Lion king,36,Bird/Burd/Birdi/Tucan,19,Monkey/Money/Minkey/Monky/Mandrill/Toger,16,Hyena/Hiena/Hyenna/Hyina/Hyeena,11,Giraffe/Girrafe/Giraff/Girafe,10,Elephant/Elaphant,8,Zebra,0,Tiger,0,Warthog/Boar/Hog/pig,0,Meerkat/Meercat/Mercat,0,Hippo/Hipo,0,Bug,0,Cheetah/Cheeta,0,Baboon,0,Snake,0,Bear,0,Gazelle/Antelope,0,Buffalo/Bull,0,Rhino,0,,,,,,,,,,,,
Name one of the world's most beautiful cities,0006,New York/Nyc/Ny/New yourk/New tork/New york city/Ney york,28,Paris/France/Parisi,25,Los Angeles/La/California/Cali/Los angles/Californa,19,Miami/Florida/Flordia/Florda,10,Rome/Italy,10,London,8,Chicago,0,Las Vegas/Vegas,0,Tokyo/Japan,0,Austin/Texas,0,Athens/Greece,0,Dubai/Dubi,0,Mexico,0,Barcelona/Spain,0,Atlanta,0,San Francisco/San fran/San fransico,0,Venice,0,Orlando,0,Dallas,0,Seattle,0,Berlin/Germany,0,Washington,0,Boston,0,San Diego,0,Madrid,0
Name something sharp,0052,Knife/Blade/Knofe/Nife/Knifei/Knif/Knige/Kife/Knive/Kinfe,42,Pencil/Pen/Marker,24,Scissors/Sissors/Siccors/Scisors/Sisors,9,Nail/Tack/Tac,9,Sword/Dagger/Sord/Machete,8,Glass/Mirror,8,Fork,0,Needle,0,Stick/Wood/Spear/Toothpick,0,Teeth/Tooth/Shark teeth,0,Razor/Shaver,0,Pin,0,Saw/Chainsaw,0,Axe/Ax,0,Mind/Brain,0,Screw,0,Arrow,0,Spike/Thorn,0,Sharpener,0,Box Cutter,0,,,,,,,,,,
Name something your spouse might get mad at you for doing too much,0021,Eating/Eat/Cooking/Food,25,Sleeping/Sleep,18,Cheating/Cheat,17,Talking/Talk,15,Playing/Games/Video games/Play/Gaming/Playing games,13,Spending/Shopping/Money/Spending money/Shop/Buying/spend,12,Drinking/Drink,0,Yelling/Crying/Yell/Screaming,0,Watching TV/Tv/watch tv,0,Working/Work,0,Phone/Texting/Calling,0,Smoking/Smoke,0,Going Out/Leaving/go out,0,Cleaning/Not cleaning/Clean,0,Lying/Lie,0,Farting/Fart,0,Fighting/Hitting/fight,0,Sex,0,Lazy,0,Snoring/snore,0,Driving/drive,0,Drugs,0,Reading/read,0,Friends,0,Flirting/flirt,0
Name a character from the Harry Potter saga,0007,Harry Potter/Harry/Harry poter/Potter/Harry potteri/Peter/Harryi/Hary/Harry pitter,42,Ron/Weasley/Ronald/Rom/Rin,17,Hermione/Hermoine/Hermine/Hermonie/Herminy/Hermini/Granger/Herminie/Herminoe/Harmony/Harmine,13,Dumbledore/Dumbledor/Dumbledoor/Albus/Dumble/Dumbeldore/Dumbldore/Dumbledorf/Dumbldor,12,Draco Malfoy/Draco/Malfoy/Dragon/Drako,9,Snape/Snake/Snap,7,Voldemort/Lord/Voldermort/Voldamort/Tom,0,Hagrid/Hagred,0,Luna,0,Dobby,0,Ginny/Jenny,0,Fred,0,Owl,0,Neville,0,Sirius,0,,,,,,,,,,,,,,,,,,,,
Name something you can sit on,0092,Chair/Seat/Chairi/Char/Chari/Cahir,32,Couch/Sofa/Coach/Chouch,19,Bed/Bedo/Bedi/Bef,17,Table/Desk/Tabel,12,Floor/Ground/Floori,12,Car/Car seat,8,Bench,0,Stool,0,Lap/Person/People,0,Pillow/Cushion,0,Bus,0,Counter,0,Bike,0,Toilet/Toliet,0,Beanbag,0,Train,0,Stairs,0,Grass,0,Swing,0,Butt,0,,,,,,,,,,
Name something you can tell is fake in a cheesy movie,0019,People/Acting/Crying/Laugh/Cry/Drama/Smile/Laughing/Actors/Characters/Comedy/Tears,32,Love/Sex/Romance,21,Kissing/Kiss,18,Blood,11,Scenery/House/Background/Set/Scene/Setting/Effects/Backround,9,Death/Killing/Kill/Murder/Dying,9,Fight/Fighting/Action,0,Food/Eating,0,Car/Driving,0,Drinks,0,Monsters/Ghost/Zombies,0,Knife/Gun,0,Animals,0,Hair,0,Money,0,Props,0,Clothes,0,Jokes,0,Friends/Friendship,0,Magic/Powers,0,Makeup,0,Sleeping/Sleep,0,Family,0,,,,
Name a Kardashian family member,0099,Kim/Kin/Kardashian/Kim Kardashian,33,Khloe/Chloe/Kloe/Khole/Chole/Cloe/Klohe/Khlie/Klhoe,18,Kylie/Kyle/Kiley/Kelly/Kylee/Kily/Kile/Kyliei/Kulie,17,Kendall/Kendal/Kendell/Kendel/Kendle/Kindle,12,Kris/Chris/Cris,11,Kourtney/Courtney/Kortney/Kourtny/Kourney/Cortney,9,Rob/Robert,0,Kanye/West/Kayne/Kanya/kanye west,0,Bruce,0,Caitlyn/Kaitlyn/Caitlin,0,Stormi/Stormy,0,North,0,Scott,0,,,,,,,,,,,,,,,,,,,,,,,,
Name a pet,0061,Dog/Dogi/Dig/Fog/Puppy/Sog,27,Cat/Car/Kitten/Cati,26,Bird/Chicken/Burd/Birdi/Brid/Bord/Bitd/parrot,14,Fish/Fush/Shark/Fosh,14,Hamster/Hampster/Ferret/Hanster/Hamsteri/Hamater,10,Snake/Gerbil/Reptile/Snack,9,Rabbit/Bunny/Rabit,0,Rat/Mouse/Mice/Chinchilla,0,Lizard/Lizzard/Lizerd/Iguana/Gecko,0,Horse/Hourse,0,Turtle,0,Pig,0,Monkey,0,Cow,0,Spider,0,Frog,0,Guinea Pig/Guine pig/Ginny pig,0,,,,,,,,,,,,,,,,
Name something knights in fairy tales fight against,0012,Dragon,25,People/Army/Men/Girls/Soldiers/Women,19,Monsters/Beast/Mosters,18,King,15,Animals/Snake/Lion/Wolf/Bear,12,Wizard/Witch/Witches/Magic,11,Knights/Other knights/Knoghts/Each other,0,Bad Guys/Villians/Villans/Bad/Villains/Bad people,0,Princess/Prince,0,Evil,0,Love,0,Fairy/Fairies,0,Kingdom/Castle,0,Trolls,0,Ogre,0,Demons,0,Goblins,0,Money,0,War,0,Fire,0,Giants,0,Ghost,0,Pirates,0,Zombies,0,,
